id, points
817134282799579227,10797.1000000000000000
897993372193685634,10060.0000000000000000
818437383602438155,10002.3750000000000000
818215417956925460,10000.0000000000000000
845350221693321256,9947.0000000000000000
789614902628057108,9846.0500000000000000
804041613834715147,9052.5000000000000000
742355665292624003,8904.8000000000000000
218041809585176577,8872.5000000000000000
327408961689223169,8792.1000000000000000
420244791884906499,8697.0000000000000000
832320722630213652,8640.0000000000000000
401489328561455115,8636.5000000000000000
559360198020562945,8360.5000000000000000
837741558257156127,8219.0000000000000000
864550828655509534,8177.2500000000000000
864812830968905738,7994.0050000000000000
458370159665479690,7959.2000000000000000
497144260093804555,7908.0000000000000000
486986108572532736,7808.5000000000000000
828910621750984755,7762.0000000000000000
419455361796407316,7464.1000000003720000
802517325747453972,7327.5000000000000000
656439699862323222,7286.0000000000000000
403833432150507520,7270.3000000000000000
399584647044005888,7231.8750000000000000
379180388775362562,7109.2000000000000000
401405569019281428,7075.0000000000000000
486350378502193173,7053.4400000000000000
486955571958906902,7048.0000000000000000
837636555526635540,6835.2000000000000000
365897994605690884,6662.7500000000000000
303572203989893120,6480.0000000000000000
760124072843018260,6461.0000000000000000
747127778108899503,6412.1000000000000000
900757986375508019,6296.0001001030000000
210333408373506049,6260.5000000000000000
403263365402853378,6201.4000000000000000
486947453858217987,6058.0000000000000000
798650778956857391,6055.0000000000000000
275634012888891392,5903.5000000000000000
362040355559964672,5891.0000000000000000
953277574782550026,5861.7000000000000000
403669534063722516,5850.0000000000000000
445600289513275402,5847.3000000000000000
377859992943853578,5781.6100000000000000
918593488533213215,5655.0000000000000000
419847013451169796,5564.0000000000000000
817137552674127902,5531.0000000000000000
517994499637641216,5527.5000000000000000
848909746970034227,5491.0000000000000000
818814217096396853,5461.3000000000000000
694973617313939477,5334.3750000000000000
361197786466746380,5267.5000000000000000
864559502623768606,5230.7050000000000000
830562059606687776,5144.3000000000000000
820539062816735243,5108.0000000000000000
440044820237647873,5079.8600000000000000
276296067077767169,5000.3700000000000000
907897609526607882,4851.6940100000000000
404763761006739479,4766.0000000000000000
402408428305383426,4762.0000000000000000
905115582616203274,4650.9100000000000000
930464061341179944,4620.0025000000000000
818127783490224179,4434.0000000000000000
776289983341658132,4369.2500000000000000
800969275690188841,4348.0000000000000000
826542535576518727,4271.6000000000000000
824371028109164584,4269.2500000000000000
768971210930257951,4216.0000000000000000
837772294474039326,4208.5000000000000000
695396477073227848,4153.7375000000000000
123165781881126912,4142.0000000000000000
839114838956572705,4142.0000000000000000
412819718806962186,4120.8312787525000000
703310841230917693,4118.0000000000000000
830867743619285044,4079.3000000000000000
351028905785950212,4004.0000000000000000
497217753569165333,4000.0000000000000000
382197962622894090,3995.3600000000000000
626390829099122688,3836.0000000000000000
874381933910569130,3820.0000000000000000
844145488966320168,3820.0000000000000000
812428363750309908,3794.1010101000000000
818833786791919656,3763.5407578869988900
448384197753569280,3763.2106680349010090
812390385552588881,3719.0000000000000000
458933670104006657,3590.0000000000000000
962942154286702642,3534.0000000000000000
868630490293370890,3525.7500000000000000
750481931786780753,3504.0000000000000000
842150356859486268,3492.0000000000000000
738466739406241872,3488.7500000000000000
703574259401883728,3484.0000000000000000
399322066647646219,3470.0000000000000000
875045201184423936,3416.4425000000000000
811014145830420530,3407.5000000000000000
238649566063362048,3390.0000000000000000
333292829742727169,3361.0000000000000000
445379339744444437,3354.0625000000000000
893015396385431572,3338.9000000010000000
846062727332102184,3332.7500000000000000
742636871183761418,3320.0000000000000000
299098138730430465,3310.0000000000000000
408277729323253761,3302.0000000000000000
831970273200701451,3254.2500000000000000
817743931843543100,3250.0000000000000000
294154851703848961,3228.7750000000000000
820257870675312710,3204.5000000000000000
802936583434928170,3199.5000000000000000
817702312944336906,3161.0000000000000000
799993532265136159,3136.4450000000000000
828674285006487572,3136.2500000000000000
784344699019591689,3135.2500000000000000
386922336483278852,3135.2500000000000000
209855484637741066,3082.8000000000000250
242376276470530051,3067.0000000000000000
816959444918730812,3040.7500000000000000
441961714125111296,3030.0000000000000000
838114460811395072,3030.0000000000000000
347809649073979402,3017.0075000000000000
378601992064598017,3002.0000000000000000
637594296731828224,2988.0000000000000000
726048558935048308,2983.5000000000000000
746958997122187365,2953.7500000000000000
567420385407270913,2953.6250000000000000
690139957880160256,2940.5000000000000000
877931880090054737,2935.0000000000000000
817798004022968370,2935.0000000000000000
383628476013346826,2903.5000000000000000
822569044367900673,2857.7500000000000000
840506182018793493,2850.0000000000000000
811176102201917450,2843.4375000000000000
532427056458498048,2827.5000000000000000
813684162807857164,2804.1400000000000000
859459344906059778,2714.0091812500000000
718015740426453042,2707.0000000000000000
380291330041184257,2704.5000000000000000
699930832965599303,2703.0000000000000000
874351605267451985,2701.5000000000000000
656534984504377354,2689.0000000000000000
445279640609751060,2673.7500000000000000
846834793386737694,2663.9800000000000000
727665093076058162,2659.2750000000000000
878505885742284860,2644.3263888888888875
828995861153316916,2600.0000000000000000
590439096023777280,2564.2500000000000000
816789067764858910,2542.0000000000000000
361847745528594442,2531.0000000000000000
845621943663198218,2530.5706289125000000
170738675628376065,2491.3000000000000000
802582540078153748,2487.5000000000000000
146666745594249226,2486.7500000000000000
439081299181830150,2482.7500000000000000
712286984353349755,2469.2500000000000000
889376306293248040,2410.3000000000001000
736910066208342089,2389.0000000000000000
393775289869533186,2356.4425000000000000
651463413247115264,2331.2500000000000000
821103589312168017,2325.0000000000000000
227852780885377027,2301.8750000000000000
692712557823393812,2297.7500000000000000
629990871349329923,2292.0000000000000000
391860689184096266,2277.0000000000000000
356127145455779842,2260.5500000000000000
350368001284898816,2256.1250000000000000
798634561768652810,2252.5000000000000000
801088727728128021,2240.0000000000000000
431968740469506048,2221.2500000000000000
270593793206517770,2218.5000000000000000
425645189722275840,2215.0000000000000000
802546842105544744,2200.0000000000000000
413757313648951307,2179.5000000000000000
364464130268332042,2176.0000000000000000
833794295383064677,2165.0000000000000000
757594887888699493,2142.2500000000000000
819740685523353620,2141.2000000000000000
875013608562622464,2139.7550000000000000
413795012703158304,2131.2500000000000000
757555586144665630,2130.6527500000000000
853732392219967548,2116.2500000000000000
868554927058862100,2102.0000000000000000
845322315951505438,2096.7500000000000000
299159080268857344,2082.0000000000000000
868203262870970368,2082.0000000000000000
819665626179829760,2080.0000000000000000
711285280052871188,2071.4500000000000000
394266232871714837,2066.2500250000000000
532190999322165260,2057.0000000000000000
869949681055182869,2051.5000000000000000
306647943090536449,2041.2500000000000000
564605932861128704,2032.5529312500000000
789841142723772437,2032.0000000000000000
828677945739837450,2021.2500000000000000
433140209563992066,2015.0000000000000000
887733306764980275,2000.0000000000000000
413397743055405069,2000.0000000000000000
395631930621558805,1994.5000000000000000
798889197426835468,1973.7525000000000000
803223777110261770,1960.4200000000000000
845018026755227698,1944.7500000000000000
639883036498067476,1943.7500000000000000
743919812455170081,1935.0000000000000000
224562871055417345,1930.0000000000000000
229089031307132929,1928.4800000000000000
833725398851518505,1924.5000000000000000
825818749046227024,1914.0000000000000000
821084843307565126,1902.5000000000000000
211194933472788481,1901.5000000000000000
643104452785471488,1900.0000000000000000
702960904261861566,1900.0000000000000000
469041967490138124,1896.3750000000000000
985989206859993128,1895.1000000000000000
709814901610381313,1887.0000000000000000
935125900121493574,1886.0000000000000000
819705161353134151,1880.7500000000000000
825003906543124491,1877.5000000000000000
710231497013198858,1875.0000000000000000
789408778969153566,1874.5000000000000000
842777788145860609,1866.6900000000000000
805294563979427921,1865.6500000000000000
408462134696214529,1862.5000000000000000
220609081251987456,1851.2500000000000000
837071071848955954,1845.0000000000000000
884420675052396554,1839.5000000000000000
404288404327759872,1837.7500000000000000
95565201910272000,1823.1250000000000000
768910603774984263,1820.0000000000000000
964167398175428649,1802.0000000000000000
845913061734875146,1801.2500000000000000
817848996449484880,1794.2624800380000000
540987392765460491,1774.5000000000000000
819175386922876948,1765.0000000000000000
954036693462290462,1745.0000000000000000
842965426874744862,1714.1000000000000000
339725259387174912,1710.0000000000000000
767054243600662558,1708.5000000000000000
847430039717019658,1705.2250000000000000
262627981250396161,1702.0000000000000000
876363503991132190,1690.0000000000000000
709250776471568384,1687.5000000000000000
330427345846403074,1682.5000000000000000
652966754737455134,1681.2500000000000000
783354920736391208,1679.5000000000000000
851437264139452416,1676.7500000000000000
822022440917270558,1672.0000000000000000
899744678994378762,1669.4625000000000000
313479401419309063,1665.3875000000000000
787054552016093255,1663.4800000000000000
791982777138544681,1660.7500000000000000
801551835252523068,1656.0000000000000000
845117417356394556,1654.6875000000000000
868558343847952465,1652.0000000000000000
862691200376504321,1645.0000000000000000
812604604784050186,1644.5000000000000000
847795707318501406,1637.5000000000000000
413796342884728833,1631.3750000000000000
858445151784796190,1627.7500000000000000
361997680592814081,1618.7500000000000000
834460232369307670,1595.0010000000000000
851716717871628318,1593.6250000000000000
847805627945844737,1560.0000000000000000
830014807423582218,1558.5000000000000000
813496452776460299,1557.0000000000000000
810173983604867092,1554.5000000000000000
874348835307135056,1548.1000000000000000
820660685313802270,1542.5000000000000000
797749084437086208,1528.7500000000000000
413188588537118720,1525.0000000000000000
755329644689096746,1520.0000000000000000
840238442108420127,1517.5000000000000000
752935694065860689,1502.3750000000000000
744188947235602491,1500.0000000000000000
353757219449208832,1500.0000000000000000
826897719976263711,1492.2500000000000000
842191003309572116,1484.5000000000000000
863016234991222805,1478.0000000000000000
465891499616501760,1475.2500000000000000
818185538552463410,1466.3370000000000000
866338529411727410,1446.7700000000000000
729131364703797368,1436.2500000000000000
880021852947357696,1434.2500000000000000
781260927819186246,1423.0000000000000000
445380812792266762,1417.5000000000000000
372329865418113024,1412.5000000000000000
224618619441643520,1400.2500000000000000
292394599475970058,1399.2000000000000000
168367406790606848,1397.0000000000000000
819728044603736094,1382.5000000000000000
804059027435683891,1377.0000000000000000
411081632259244043,1374.0000000000000000
822204447445745732,1370.0000000000000000
847792774610026556,1365.0000000000000000
392110318827864064,1364.4250000000000000
375753865343139841,1362.5000000000000000
981640523590819860,1362.0000000000000000
641631271071514624,1357.0000000000000000
904969510526799935,1355.0000000000000000
692029379953295371,1355.0000000000000000
296569866377494528,1346.2500000000000000
799785721481134181,1339.7200000000000000
366560770731016193,1334.0000000000000000
710209015484907546,1331.2500000000000000
886178795822915594,1331.1750000000000000
818795422121590805,1330.0000000000000000
821452317730668554,1312.5000000000000000
756938576406511636,1305.0000000000000000
847794124194316349,1302.5000000000000000
715249355157798913,1300.0000000000000000
832977933357416489,1291.5000000000000000
705785238239969331,1281.2500000000000000
887308357378142268,1265.0000000000000000
756271387903000627,1260.2500000000000000
814179439780560917,1260.0000000000000000
505045388529762305,1250.3750000000000000
218413409715093504,1245.0000000000000000
875796619839295548,1236.5000000000000000
974600295575339008,1232.4800000000000000
767023145810788363,1232.0000000000000000
537918613735211019,1226.2500000000000000
273289985396965377,1223.7900000000000000
413794037363900422,1218.9000000000000000
327850788145856512,1217.0000000000000000
751925932616450110,1214.0000000000000000
820624549988532224,1212.0000000000000000
832625207616209007,1205.0000000000000000
886220928655187990,1204.0000000000000000
429457687168942080,1200.0000000000000000
852250579588743178,1200.0000000000000000
687017969267638288,1195.0000000000000000
878851522547580928,1190.8500000000000000
848170428036153345,1185.5000000000000000
720857111705288704,1184.1000000000000000
877288636104736818,1183.0000000000000000
487167272222195723,1181.0000000000000000
790296651822399538,1181.0000000000000000
346391160614289408,1178.0000000000000000
455211588669014016,1174.0000000000000000
819704564789542922,1171.6000000000000000
798644249926959116,1150.5000000000000000
899672538207125596,1150.0000000000000000
282936679503757313,1142.2500000000000000
847793525977907220,1137.5000000000000000
849604523349770240,1135.0000000000000000
428872614035849216,1134.7500000000000000
860781981066330112,1126.0000000000000000
353930296019910668,1125.0000000000000000
832974611821363201,1124.0000000000000000
756223217751818241,1120.0000000000000000
889562290695856138,1114.0000000000000000
291973346541961216,1110.0000000000000000
358479815029948427,1106.0000000000000000
454713380079534092,1100.0000000000000000
427767532720750593,1097.5000000000000000
469246757755289602,1092.5000000000000000
522051127655530539,1087.0000000000000000
218393370303660044,1084.0000000000000000
412818650014154763,1084.0000000000000000
811215165608820767,1079.0000000000000000
786203715010822165,1076.2500000000000000
776208482671001651,1076.0000000000000000
886663801531957259,1065.1000000000000000
454283413407531008,1058.0000000000000000
848538883792568381,1057.5000000000000000
334319225566920704,1053.7687500000000000
856804853593538583,1052.1250000000000000
818451404691079168,1050.7500000000000000
869797471893745696,1050.3750000000000000
313020822954704898,1050.0000000000000000
804811291252359219,1050.0000000000000000
854629028883726377,1044.7500000000000000
414714352382377984,1043.0000000000000000
813467040676446219,1042.5000000000000000
486321229301678081,1042.5000000000000000
450620140636078090,1042.0000000000000000
832781280613105686,1038.5663762500000000
654627131061567504,1038.0000000000000000
825874402734112778,1030.0000000000000000
227184694028926976,1030.0000000000000000
611536062975574026,1028.0000000000000000
415267706703708172,1025.0000000000000000
840159069637181470,1021.0000000000000000
949500145760894987,1020.0500000000000000
374904896803176448,1020.0000000000000000
394489190303399936,1020.0000000000000000
434029556391870465,1016.0000000000000000
486916788710539276,1013.0000000000000000
928371009495662593,1005.0000000000000000
921382222194442250,1004.9999000000000000
552163974888816644,1002.5000000000000000
903581419576647750,1001.0000000000000000
841701093197217802,1000.7500000000000000
413646177402355713,1000.5000000000000000
437302260637237251,1000.3500000000000000
670999605286141969,1000.1000000000000000
757970768977199206,1000.0000000000000000
830538421314781214,1000.0000000000000000
819170331881111552,1000.0000000000000000
324268466771066880,1000.0000000000000000
852248525139083284,1000.0000000000000000
245632752806789121,1000.0000000000000000
814129023919063071,1000.0000000000000000
754956207139061820,1000.0000000000000000
430458357057585163,1000.0000000000000000
817394985292267540,1000.0000000000000000
817711081636102184,1000.0000000000000000
462902381332529152,1000.0000000000000000
703210522417561611,1000.0000000000000000
355889064295268352,1000.0000000000000000
757957813359214612,1000.0000000000000000
828333776706469958,1000.0000000000000000
818114169868910612,1000.0000000000000000
394387308062965762,1000.0000000000000000
343472101656625156,1000.0000000000000000
798808937545728011,1000.0000000000000000
401747590774915073,1000.0000000000000000
835088880440311822,1000.0000000000000000
746633351737114625,984.0000000000000000
817483446950821908,969.0000000000000000
724304620091867188,968.6250000000000000
754097979073232906,960.0000000000000000
789507346476957707,940.0000000000000000
407465780121305088,928.8000000000000000
735136459908186143,922.0000000000000000
820708514552873032,910.0000000000000000
903581326127554582,901.0000000000000000
384692940590678026,900.0000000000000000
378942925691813889,890.0000000000000000
412878618826506241,878.0000000000000000
363188515426533377,875.0000000000000000
818172256878198815,872.0000000000000000
275681329155407873,868.7500000000000000
851760066452783105,859.3000000000000000
903581354434908161,852.0000000000000000
358311077827837972,850.0000000000000000
841302474248814622,848.0000000000000000
913972241304285214,841.9600000000000000
948908904425877564,837.6099900001000000
899354555840614480,831.0000000000000000
441869291122589706,825.0000000000000000
800947155145719848,822.0000000000000000
800374792975810600,822.0000000000000000
325620576100155414,820.8000000000000000
305007037094559745,805.0000000000000000
752367588012589107,805.0000000000000000
842970427306541077,800.0000000000000000
95565200000000000,800.0000000000000000
839523375692120125,800.0000000000000000
888119181319503942,797.5000000000000000
840328162427666462,783.1000000000000000
404397590256287745,782.0000000000000000
403490230453403649,780.0000000000000000
710414454709420092,780.0000000000000000
900343551752278026,779.0000000000000000
348099958672588820,770.0000000000000000
447478201355075584,760.0000000000000000
756804486680543322,750.0000000000000000
793303858293637120,747.4000000000000000
823834699611897876,746.0000000000000000
389084136305852419,742.0000000000000000
417404707934437389,740.0000000000000000
390920548009639936,727.0000000000000000
368760157943103490,718.0000000000000000
849797173893529600,718.0000000000000000
436201091114467334,701.0000000000000000
821031358331617330,700.0000000000000000
452359991815307274,695.0000000000000000
550400010261626890,694.0000000000000000
833710885054447618,690.7180000000000000
826548725781626890,680.8000000000000000
406196905383821332,676.0000000000000000
445605608373354514,672.0000000000000000
819174670951252008,670.4000000000000000
880589163110477854,668.8600000000000000
746323695278096386,659.0000000000000000
839591840834650122,658.0000000000000000
789373192027504660,656.0000000000000000
409550336655884313,653.0000000000000000
889124244980629515,638.0000000000000000
415936482423996427,632.0000000000000000
749974373632442418,632.0000000000000000
391766896195928065,631.0000000000000000
227110331153907716,630.0000000000000000
831171696706191391,630.0000000000000000
850999394006466560,629.0000000000000000
799677384655634453,628.0000000000000000
862918193530011688,625.0000000000000000
835898249503309884,623.0000000000000000
813045463556423701,617.0000000000000000
803609216563544084,615.0000000000000000
818854410448273409,614.0000000000000000
670991500846432263,614.0000000000000000
624992322802679828,613.0000000000000000
283541708644286465,608.8350100011010000
379601601863614475,604.0000000000000000
819326063506620447,604.0000000000000000
793874472687370251,603.0000000000000000
867296320405504010,600.0000000000000000
684697046170861630,600.0000000000000000
469231135139037215,600.0000000000000000
417405997070417921,600.0000000000000000
737133654127673474,600.0000000000000000
460500250071924746,600.0000000000000000
832269585880186993,594.0000000000000000
803465641549496340,580.0000000000000000
891972143791886336,577.8000000000000000
796956969297772554,577.7100000000000000
746277584974643213,561.0000000000000000
382544915709558794,560.0000000000000000
446414417991565322,558.0000000000000000
295764596437024778,556.0000000000000000
684678217717776384,550.0000000000000000
795731925092008006,550.0000000000000000
490545459568443395,550.0000000000000000
820658376068956222,528.0000000000000000
811174378338517002,526.0000000000000000
793304270912225322,525.2000000000000000
628983225737543697,514.0000000000000000
798529564371976193,510.0000000000000000
793422094732886077,506.0000000000000000
793302071738761256,504.5000000000000000
768867576910053406,502.0000000000000000
486981617072734208,502.0000000000000000
789400248858181632,502.0000000000000000
797810652328493057,500.0000000000000000
692298593553350677,500.0000000000000000
486926287462465546,500.0000000000000000
433595703462199297,500.0000000000000000
843057900851036172,500.0000000000000000
828102746967638058,500.0000000000000000
684693507931242546,500.0000000000000000
479651828112424962,494.0000000000000000
414452361491251200,482.0000000000000000
682669947461173298,480.0000000000000000
790588334057324574,480.0000000000000000
750417519235432498,477.7600000000000000
587353328145530920,476.0000000000000000
390559916059918336,474.2000000000000000
431009017733709827,470.0000000000000000
816969876815216651,468.0000000000000000
832977213615898732,463.0000000000000000
826541014868033557,462.6000000000000000
802072900962222092,462.0000000000000000
827509285885837362,460.0000000000000000
448079409614946305,460.0000000000000000
847872080182640702,458.0000000000000000
785948439937548309,452.0000000000000000
341901578992615424,450.0000000000000000
815250424125849610,450.0000000000000000
756269579445207072,450.0000000000000000
690063377590255638,449.0000000000000000
813073485517291610,448.4800000000000000
822201463262150666,446.0000000000000000
818115947474845746,445.0000000000000000
848796696402329661,442.0000000000000000
927528900333023292,429.3500000000000000
827291199806636064,426.0000000000000000
417419953386291202,426.0000000000000000
380961066940760065,420.0000000000000000
602798800100130817,420.0000000000000000
339383605266743317,420.0000000000000000
826483581986930718,418.2000000000000000
925070179598229505,413.0000000000000000
429713608721825792,412.0000000000000000
431379878768541709,410.0000000000000000
465562783765889034,402.0000000000000000
471604475140898817,400.2000000000000000
859538621254074419,400.0000000000000000
821096394323656715,400.0000000000000000
820696438542434324,400.0000000000000000
465187203106996225,400.0000000000000000
795577535231819817,394.0000000000000000
763829080218402826,391.2000000000000000
860869101940244540,389.0000000000000000
396803010467987466,387.5000000000000000
313003733246279690,384.0000000000000000
781510755127525406,382.0000000000000000
756128972697501746,380.0000000000000000
836275528088027218,380.0000000000000000
779108860006891540,377.0000000000000000
418426589152280576,376.0000000000000000
390069970836652033,376.0000000000000000
953254623462981652,375.0000000000000000
815036318249385984,368.0000000000000000
816281431562649651,366.0000000000000000
842079912005468221,362.4000000000000000
789704079189868604,362.0000000000000000
830514313956818975,361.4000000000000000
755459440291086488,360.0000000000000000
532012135765639170,358.0000000000000000
801117894263177256,356.0000000000000000
540531214130610176,356.0000000000000000
289862035372638218,353.4000000000000000
762654851292594197,352.5000000000000000
812720510097162261,350.0000000000000000
547410038919135252,350.0000000000000000
836633228605390859,350.0000000000000000
889070725967773736,350.0000000000000000
830899396496326656,350.0000000000000000
331599275614011393,350.0000000000000000
819661794212970496,348.0000000000000000
823128431922511892,340.0000000000000000
278186801120935947,337.0000000000000000
876718562595708948,336.5000000000000000
423157819156463617,336.0000000000000000
794569803632476171,330.0000000000000000
900485624191127570,328.9650000000000000
789379106290532372,324.0000000000000000
356107683809460225,323.0000000000000000
984819494713180180,323.0000000000000000
449312053560082433,322.0000000000000000
566971371540840448,320.6000000000000000
299547496991162370,320.0000000000000000
839158356308525158,320.0000000000000000
676910931481067539,320.0000000000000000
725008248846942358,318.0000000000000000
373870709866364930,315.0000000000000000
353158030575271936,314.2000000000000000
559151976189919262,312.0000000000000000
818224092666003516,310.0000000000000000
818905393614159882,310.0000000000000000
458249823469174787,310.0000000000000000
431962883388342278,310.0000000000000000
974386275031339048,309.4800000000000000
576607426871033869,304.7260101000000000
843120737451769856,304.0000000000000000
817492073582297098,302.0000000000000000
381515422698045443,301.2942069000000000
681012441475317797,300.0000000000000000
540766752028622851,300.0000000000000000
774147381490876427,300.0000000000000000
833589581177290775,300.0000000000000000
841664530038784060,300.0000000000000000
819177364360921129,300.0000000000000000
458406560675135498,300.0000000000000000
825894000556113971,300.0000000000000000
872213632610631822,298.5000000000000000
485349862939033602,298.0000000000000000
817476001885061140,296.0000000000000000
240175240666152960,294.0000000000000000
827007094469296188,293.5516310189000000
817106778671022121,292.0000000000000000
958004016749629500,291.8251100000000000
926021044542767115,290.0000000000000000
846801335675518997,282.0000000000000000
487535922125209611,282.0000000000000000
836635286163292241,280.0000000000000000
817539062793109524,280.0000000000000000
334765398928916480,280.0000000000000000
798541685999140864,280.0000000000000000
872070544688820264,280.0000000000000000
692836055279337512,280.0000000000000000
419987487788761088,280.0000000000000000
649931743436210178,279.0000000000000000
706182833873485825,278.5000000000000000
839724603143225355,276.0000000000000000
487969356890898432,276.0000000000000000
398168609106427904,274.0000000000000000
817657945956548619,274.0000000000000000
416211646315495437,274.0000000000000000
791571631457828914,274.0000000000000000
430736415165382676,270.0000000000000000
785556110416281600,270.0000000000000000
818479270404816906,270.0000000000000000
664093973987459074,270.0000000000000000
734645059852566589,270.0000000000000000
341569349653626890,270.0000000000000000
168140675064397824,270.0000000000000000
486915732870004746,270.0000000000000000
565199348204568586,268.0000000000000000
689948795936571502,266.0000000000000000
799249437347807253,266.0000000000000000
428475744314982401,264.2000000000000000
831742807445078027,262.5000000000000000
501833139505725452,262.0000000000000000
817645520775282690,260.0000000000000000
402505534198251540,260.0000000000000000
691691304773615646,260.0000000000000000
802914471709245453,260.0000000000000000
380723484478668810,260.0000000000000000
900729544577802301,259.0000000000000000
822572193945747537,258.0000000000000000
452795390916558848,257.4800000000000000
794435937181892658,256.5000000000000000
431793652977631233,256.0000000000000000
809723180167069707,256.0000000000000000
398595453815619595,255.0000000000000000
744504291099803699,255.0000000000000000
830504743230111784,254.0000000000000000
900729547899666523,253.0000000000000000
900729551259332618,252.0000000000000000
900729551821348875,251.0000000000000000
900736110911713340,251.0000000000000000
936255555448754177,250.0000000000000000
890903182249693194,250.0000000000000000
431845562950877186,250.0000000000000000
837974613601812531,250.0000000000000000
603728804749246495,250.0000000000000000
896863291555598348,250.0000000000000000
813696538366312468,250.0000000000000000
856845965331529748,250.0000000000000000
802171929637290024,249.0000000000000000
874541651278835723,247.0000000000000000
984387965818142750,245.0000000000000000
754256248114774058,244.0000000000000000
526128783284240395,241.0000000000000000
566704306485460994,240.0000000000000000
320957896026357761,240.0000000000000000
325279348594835456,240.0000000000000000
366304731867381801,240.0000000000000000
790201088099614750,238.0000000000000000
397844153913966594,238.0000000000000000
817561200384147456,238.0000000000000000
410430341980094464,235.0000000000000000
813990818746073109,234.0000000000000000
812742081297514559,232.0000000000000000
404265195012227072,231.2000000000000000
828574054667517962,230.0000000000000000
696913963191107634,230.0000000000000000
882748704946266162,230.0000000000000000
536562901369225216,228.0000000000000000
771653983743639572,228.0000000000000000
740984318138253353,228.0000000000000000
798590728984199219,228.0000000000000000
820033960737374251,226.0000000000000000
793871712654589973,226.0000000000000000
307176536463638528,226.0000000000000000
804376545988050985,225.0000000000000000
407439079924432898,224.0000000000000000
810265241552289824,220.4000000000000000
503923738174029858,220.0000000000000000
525163900547629057,220.0000000000000000
939237308861923379,220.0000000000000000
825100953870532699,220.0000000000000000
826541873023025172,218.0000000000000000
483611389743857674,218.0000000000000000
806882054410076190,216.0000000000000000
251799477583609857,216.0000000000000000
453157591959470081,215.0000000000000000
876586783054372885,214.0000000000000000
805793619214336010,210.0000000000000000
817674196850442260,210.0000000000000000
845413888198836244,210.0000000000000000
798551877674991667,210.0000000000000000
756217833876095039,210.0000000000000000
259075013716606978,210.0000000000000000
799695333218451466,208.2000000000000000
430802758354993154,208.0000000000000000
394870302691295234,208.0000000000000000
797624254396498021,207.5349769980000000
401349079042490378,207.0000000000000000
758036332978110628,206.0000000000000000
788046305926709310,206.0000000000000000
401391144786722817,206.0000000000000000
486980155542339604,206.0000000000000000
795979730888163348,204.0000000000000000
798547374900772874,204.0000000000000000
875998050122862602,203.0000000000000000
420367209068625920,202.0000000000000000
817883599982428180,202.0000000000000000
817566741852192778,202.0000000000000000
431962922944561155,202.0000000000000000
484435472962289684,201.5000000000000000
421622638582956034,201.0000000000000000
801171522881454121,201.0000000000000000
818877056711393340,201.0000000000000000
972243103740207154,200.6000000000000000
801645570506620959,200.2000000000000000
817813155069427753,200.0000000000000000
273858152712372225,200.0000000000000000
487139108888772608,200.0000000000000000
848260352063438929,200.0000000000000000
731299779786571787,200.0000000000000000
695178962791563336,200.0000000000000000
252063627060707339,200.0000000000000000
325012148122288129,200.0000000000000000
882746014556123146,200.0000000000000000
113345072107425792,200.0000000000000000
141637211056635904,200.0000000000000000
833347880982413382,200.0000000000000000
