twitter_id,balance
1429178236001476609,6.05
57105098,2.22
1333335197203382272,1.23
380686892,4.32
3097751339,5.00
1490002119998558214,7.72
1444321562816090118,8.00
1469413473880711170,4.32
956036494770176001,1.00
1415467931723386882,15.44
576140526,0.00
1331784754908303362,8.64
4805634699,4.00
2204757110,4.00
1463681165034991621,2.22
262463930,2.72
972999602025779201,2.72
319646039,12.11
979149874129117184,2.32
325693519,2.72
37072046,4.32
1478957724574666754,4.32
196277177,4.32
613978374,4.32
2495204971,3.00
336799343,2.72
1233766073465556992,4.00
1271866645321936897,4.32
1421278329299079173,4.32
48206090,4.32
1496667075145777153,4.32
2717104170,4.32
1263986300090290178,6.54
3092531523,4.32
1057115226708066304,14.32
163457790,2.72
2175375517,6.54
1466524027325796359,4.32
868611138690457600,9.32
27471085,2.72
1365092697216872450,2.72
21570308,2.72
24079192,4.32
1429156305273557000,2.00
2796712523,5.00
2773503009,2.00
49764568,3.00
1543318364,2.72
25604532,2.72
34945886,2.72
774105740009086977,4.32
137125809,3.00
45010849,5.24
790981847002017792,4.00
20305681,3.00
15085420,2.72
37048677,2.72
611986351,3.33
989905133650808832,2.22
1308907254893228032,2.72
1346952750341480448,2.72
1158071881699926017,2.72
1453787546979209236,2.72
2813313848,5.44
1438267541424467970,4.32
1095367819,4.32
1225557966142820354,2.78
1489890888335736837,1.00
1479219491825274885,3.00
997648136070975488,1.00
959147618495553536,1.00
1359786590743199747,1.00
1338169910539689985,4.32
359126146,2.72
2194712760,2.72
903214544,8.64
305137028,4.32
20374984,5.00
22071174,5.00
2355464234,5.00
416774796,5.00
1337769071920570370,5.00
304087976,9.44
1259270077578264576,5.00
1112465589614702592,10.00
26387006,5.00
1440574663189405709,7.04
1365156900170522625,32.00
1489151057531916291,1.00
1489478692606812161,1.00
32365102,1.00
1142126533101797376,1.00
578460884,1.00
92806920,4.32
4188045073,21.00
3045067348,4.32
1243358462895173632,10.00
4603644799,2.00
4190014653,0.00
1161634748,2.72
1490416883882868739,1.23
66056832,4.32
948287426551623681,4.32
1042176455088726016,3.00
2847763408,4.22
1310446297812480000,2.72
951457273733435393,1.00
3130357451,4.32
55066995,4.32
550512084,4.32
1475931888556679180,4.32
876814517618999300,4.32
1034231266361712641,4.32
22532501,4.32
4692712297,5.44
1028372711075004416,10.00
15756665,4.32
12452022,4.32
2868364842,4.32
1905045865,2.00
1421083506768326661,2.00
1436066065746911237,4.32
1202636625840357377,4.32
16532281,4.32
6730352,4.32
320517476,4.32
1186456224176304130,4.32
562315171,4.32
127357713,4.32
1288204989068763139,0.00
942925803129573376,0.00
1370737327140696064,0.00
1481287796,4.32
169514664,4.32
14680569,4.32
748971258818146304,4.32
618456219,8.64
1473867342459195394,0.00
1390963289413218306,16.72
1220214917321633792,1.00
356267593,4.32
1498374631148769281,4.32
45663137,4.32
779997872,2.35
286644111,1.00
1398988121014931459,1.00
942509794551910400,1.00
1434174885002108928,1.00
15896462,4.32
1460700115941924864,1.00
1264049855598493696,1.00
1452259967998832645,1.00
949325953,1.00
1445676740395761668,1.00
809366489660854272,1.00
1459950029351923712,2.35
351883443,4.32
587592824,4.32
1431323939914067971,0.00
1475079633066418179,11.00
825700844,2.00
1355461915296804865,4.00
1297271621011607553,22.43
1364211634592493573,2.00
1442556849350340611,2.00
986809368992714754,2.00
2274035814,4.32
3309596807,4.32
1451679078541627392,5.44
12776692,4.32
605081130,4.32
1155850407685578753,4.32
2282471054,4.32
1215841693158776838,4.32
337392548,4.32
15015937,4.32
264506736,4.32
57002102,85.72
863538430575353858,2.72
394480074,2.72
1469372942534561801,2.00
1320929804,4.32
1174668692753457153,4.32
348334883,4.32
65580469,4.32
389838242,4.32
27820716,2.72
1028379009468510209,4.32
1366939832107245572,4.32
1449434169642307593,1.00
230036420,4.32
106595027,4.32
954766452,4.32
1491079391971098626,2.00
1438639383838593024,2.00
744633706204270596,4.00
1431286304105500675,2.00
1462772478183448576,2.00
57921491,2.00
123547620,2.00
1209201485998891009,2.00
1430222696961519616,2.00
390343831,4.00
938162252242407424,2.00
897719636720066561,5.00
1253212041042513920,2.00
1397115860079230976,2.00
1273030249417244672,2.00
1378326374272925696,2.00
1036891029293674496,2.00
1356343278820614145,12.11
1407020852055523329,2.00
1465498934869118977,2.00
230266391,2.00
779219838,2.00
1472844318260006915,2.00
1376521988898963464,2.00
1394510925965651980,2.00
1413795882412224515,2.00
1460121955516960768,2.00
1490282819813359616,2.00
1355430540351066112,2.00
1348728695524102146,4.32
16198369,4.32
1082672716656857089,4.32
1447705606660530176,4.32
50526819,4.32
126688518,4.32
2623515016,4.32
5943622,10.00
1315488061350768640,4.00
1436203433539768330,7.00
1450144482561650689,1.00
1462201664924909570,16.92
275976127,0.00
82230563,2.00
32002507,3.40
1499568955907792899,5.01
287253599,0.00
1440776826381496322,3.00
151194677,4.32
50252770,2.22
452696770,12.72
941174736364691458,4.32
1476397968513069058,2.72
928287487172022273,1.23
2177363637,4.32
1853523998,4.32
1366694250025390081,4.32
1112370699161751553,2.72
238891892,0.00
1383969014439768067,3.00
2833636768,3.00
838063241477554176,4.32
1362754088795066368,4.32
1516451193601503233,4.32
1563139657,4.32
403380006,4.32
59861611,4.32
2738750834,4.32
191054831,4.32
1484223746269454350,4.32
896070230,4.32
194443371,10.00
1477876118011080704,4.32
234393116,4.32
1313886777200054272,4.32
1355598698961534979,4.32
45078279,4.32
1498914003887656962,4.32
1448267800552878088,4.32
919647732763189248,4.32
3346122140,4.32
1389324799562842112,3.00
1439163223043936260,4.32
992454140,4.32
3483394396,2.72
1243545447614107648,4.32
75915954,3.22
1519079518656413696,4.32
1254816405410775040,0.00
1034478294677250048,0.00
58843712,5.00
1714426712,4.32
875651084043210752,9.00
14165779,4.32
1541528329,4.32
1164551787753422849,152.72
1232276878125236224,102.72
319540514,102.72
265960515,22.72
1342358735386148867,12.72
43698047,12.72
1467352497920811011,32.72
1444827326362095623,12.72
1376725109952499715,12.72
1380589844838055937,10.00
49550541,4.32
19038624,4.32
604424005,8.00
1508118732068978690,4.32
56653,4.00
1433044685900193799,0.00
1447641307195887619,0.00
1404722848506290177,0.00
761356635197628416,4.32
1518685426588045315,277.94
3139823623,1.23
1469906891484585985,1.00
1329572335,8.08
3167722257,4.32
1455284296621588480,0.00
1449100313445769226,0.00
2933805082,9.00
358613542,12.72
252837140,4.32
968140832208506880,25.00
1481086585617924096,25.00
840277273,25.00
1370811600370827265,25.00
189883051,25.00
1513215810,25.00
1391058066527948802,25.00
1376541833866645509,25.00
968020110467305472,25.00
1473009575343263745,4.32
1163135288253849600,4.72
173335471,0.00
1448801818406961154,2.00
1423488662176555012,2.00
1265499767599218691,2.00
2260407860,2.00
455937214,2.00
34685057,2.11
257938032,2.00
30699048,4.00
1258072773957566464,3.00
2432061838,2.00
1203432783097421824,2.00
1521151857426857984,2.00
430156908,2.72
1480696244439764992,5.00
1333646922087710720,10.00
1205383090841018368,10.00
4824283490,10.00
130997500,10.00
899510873550725120,10.00
1296699516289073153,10.00
1312439566998142977,0.00
1524878375260631043,65.00
1123210735188893696,0.00
1518804742889082881,5.22
2582486288,4.32
1606575042,4.32
731702300,27.04
240801342,4.32
2884876645,4.32
755552522,4.32
471830925,4.32
1418666106261147648,1.00
2727707875,3.00
3306048915,4.32
5117,4.32
754511172611735552,4.32
77008077,4.32
1406986180604968965,4.32
627654025,4.32
469845287,4.32
1511208374481952776,4.32
1424027348433833987,4.32
1478087267117715461,4.32
1288225604,2.72
1290981574138368000,1.00
1207277714777858048,0.00
1314044661590179840,0.00
1260991082508271624,3.21
14084891,4.32
184439041,3.21
244355408,3.21
878427256749572096,4.32
1510089114762186755,4.32
1314979287871651841,4.32
507447210,4.32
18078767,1.21
10834752,1.23
1320056281307045888,5.00
1437155125286608902,1.20
24977940,3.00
1089644895076261889,3.00
145673490,4.32
385348265,4.32
916484532538191872,4.32
1486366986712064000,4.32
1377288941624295424,3.10
1532279765784268801,0.10
1363908357166411778,4.32
421447097,4.32
1298913247987302401,3.00
1508311806086828032,12.00
1372271088852418561,3.00
1488593107218313218,3.00
48038965,4.32
23801273,4.32
4889684620,4.32
52551600,11.10
1505070068811505665,175.02
1330234601420312578,4.32
1272044179892379651,7.04
1458389075501752327,6.00
1463914058009227275,4.32
38038239,4.32
3145675717,4.32
1468227592650059778,4.32
2811544538,7.04
251289798,4.32
2260756267,4.32
1385338874906386434,4.32
1857950076,4.32
1116253713511768064,2.72
337119125,5.44
21652614,2.72
53150843,2.72
1530033576,12.72
70908386,6.00
1395397119796723713,3.00
537377444,3.00
1294344794093826049,3.00
1376831734134751235,3.00
1412339211328393224,3.00
1378508582598144006,3.00
1356113261419225089,3.00
1497969977265168387,3.00
1319058662,4.32
226722303,5.44
834875842178187264,4.32
1154149008388055041,2.00
14687006,4.32
455867067,3.00
1365417864337981442,3.00
1213802029971197953,3.00
2295003986,3.00
1353573840899608579,2.72
1573125594,4.32
246629885,2.72
630641976,2.72
1345849662243127296,4.32
1449421567520292867,5.00
2180346602,22.72
147032539,112.72
884850209519525889,10.00
3580539382,10.00
1401358810841767937,10.00
3369243892,12.72
1474157544213909505,2.72
114979659,2.72
520770492,15.44
4328301,3.14
315991624,2.72
41159876,3.00
1364798794701791235,5.00
985165106408439809,2.72
1236101,5.00
75345179,3.00
84447535,2.72
1392369347247710218,2.72
1305978638618308610,50.00
1372828974741553155,267.00
1421664599439466505,33.00
26559854,10.00
1959556592,3.00
23166597,5.00
1249107327686455296,5.00
1102103832,5.00
1012480009469034497,5.00
1388777708826644480,5.00
207729543,2.72
1394186629246488576,5.00
993831364095983616,2.72
1485789603026006017,10.00
267372072,2.72
1078389030,2.72
192249367,9.32
1240007745081765888,4.32
2155859580,5.44
1419860795102400524,2.72
632124241,5.00
4184612293,2.72
773951358202511361,8.15
1419684035362709505,12.72
406308667,2.72
172928091,4.32
1462365187059728385,15.44
342789012,12.72
1451024723857575939,5.00
1431815496970563593,5.00
371369545,5.00
1404105056627040258,5.00
902926941413453824,0.02
102857544,5.00
29014224,5.44
1019234990679191554,5.00
1534651093573148672,12.72
157091696,4.32
2838354760,2.72
1427435551209136147,4.32
1550433383376949248,4.32
776766750205640704,0.00
1570813551836827652,100.00
166498497,4.32
1599076490,2.72
14308443,5.00
1507842589856305161,10.00
15344591,100.00
1447441823652192259,5.55
1373422240969027588,2.00
73511990,0.00
1565016511,242.72
800924693901484032,2.35
2801360645,152.72
14377979,20.00
335333127,52.72
323210697,52.72
9737012,52.72
1567237583549128706,12.72
1314999028183175169,52.72
15668096,5.43
310107496,0.00
3032750543,5.00
1186867863287750656,50.00
1406887753,5.00
4701901182,5.00
1017489678746968064,4.32
1101661413385265152,0.00
1298976049212952577,0.00
702448943851032576,0.00
1450160073104297985,10.00
1456918613496057864,0.00
1365672965917069314,0.00
